Cable Name,IL_10MHz,IL_50MHz,IL_100MHz,IL_500MHz,IL_1000MHz,IL_5000MHz,DataRate(Mbps),preW,mainW,postW,dpre,dpost,Rdrv,eyeSNR
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,2,0.6,0.2,1100,2.394895
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,2,0.6,0.4,300,2.862046
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,2,0.6,0.4,700,2.506101
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,2,0.6,0.4,1100,2.391492
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,2,0.6,0.6,300,2.836854
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,2,0.6,0.6,700,2.448602
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,2,0.6,0.6,1100,2.228718
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,2,0.6,0.8,300,2.805673
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,2,0.6,0.8,700,2.380721
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,2,0.6,0.8,1100,2.239756
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,2,0.8,0.2,300,2.918234
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,2,0.8,0.2,700,2.427764
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,2,0.8,0.2,1100,2.307159
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,2,0.8,0.4,300,2.826681
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,2,0.8,0.4,700,2.475628
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,2,0.8,0.4,1100,2.376335
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,2,0.8,0.6,300,2.750839
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,2,0.8,0.6,700,2.428272
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,2,0.8,0.6,1100,2.234154
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,2,0.8,0.8,300,2.732222
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,2,0.8,0.8,700,2.387108
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,2,0.8,0.8,1100,2.215203
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.2,0.2,300,3.129981
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.2,0.2,700,2.711566
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.2,0.2,1100,2.798655
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.2,0.4,300,3.08052
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.2,0.4,700,2.869259
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.2,0.4,1100,2.647937
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.2,0.6,300,3.127659
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.2,0.6,700,2.898263
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.2,0.6,1100,2.677983
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.2,0.8,300,3.012361
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.2,0.8,700,2.785041
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.2,0.8,1100,2.586721
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.4,0.2,300,3.107239
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.4,0.2,700,2.877685
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.4,0.2,1100,2.787139
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.4,0.4,300,3.064336
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.4,0.4,700,2.856686
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.4,0.4,1100,2.642149
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.4,0.6,300,3.12125
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.4,0.6,700,2.901967
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.4,0.6,1100,2.627506
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.4,0.8,300,3.007759
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.4,0.8,700,2.80583
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.4,0.8,1100,2.588528
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.6,0.2,300,3.099765
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.6,0.2,700,2.967282
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.6,0.2,1100,2.804371
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.6,0.4,300,3.108883
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.6,0.4,700,2.870088
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.6,0.4,1100,2.592892
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.6,0.6,300,3.097206
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.6,0.6,700,2.879917
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.6,0.6,1100,2.585104
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.6,0.8,300,3.065218
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.6,0.8,700,2.692471
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.6,0.8,1100,2.589908
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.8,0.2,300,3.103144
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.8,0.2,700,2.857841
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.8,0.2,1100,2.79545
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.8,0.4,300,3.105412
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.8,0.4,700,2.860548
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.8,0.4,1100,2.734642
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.8,0.6,300,3.044006
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.8,0.6,700,2.821671
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.8,0.6,1100,2.628404
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.8,0.8,300,2.986036
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.8,0.8,700,2.709386
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,5,0.8,0.8,1100,2.579775
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.2,0.2,300,3.260557
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.2,0.2,700,2.927758
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.2,0.2,1100,3.245503
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.2,0.4,300,3.129673
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.2,0.4,700,3.140931
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.2,0.4,1100,2.448012
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.2,0.6,300,3.162738
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.2,0.6,700,2.985042
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.2,0.6,1100,2.900455
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.2,0.8,300,3.124548
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.2,0.8,700,2.907009
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.2,0.8,1100,2.645464
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.4,0.2,300,3.283506
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.4,0.2,700,2.966406
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.4,0.2,1100,3.23763
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.4,0.4,300,3.187771
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.4,0.4,700,3.132567
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.4,0.4,1100,2.654485
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.4,0.6,300,3.162713
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.4,0.6,700,2.982018
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.4,0.6,1100,2.851873
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.4,0.8,300,3.140447
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.4,0.8,700,2.86751
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.4,0.8,1100,2.639139
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.6,0.2,300,3.237089
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.6,0.2,700,3.251489
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.6,0.2,1100,3.120211
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.6,0.4,300,3.227263
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.6,0.4,700,3.144572
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.6,0.4,1100,2.977294
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.6,0.6,300,3.26349
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.6,0.6,700,3.029088
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.6,0.6,1100,2.829234
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.6,0.8,300,3.158357
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.6,0.8,700,2.906948
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.6,0.8,1100,2.680889
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.8,0.2,300,3.229463
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.8,0.2,700,3.152241
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.8,0.2,1100,3.21195
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.8,0.4,300,3.185909
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.8,0.4,700,3.124689
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.8,0.4,1100,2.97626
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.8,0.6,300,3.160541
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.8,0.6,700,2.996841
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.8,0.6,1100,2.808789
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.8,0.8,300,3.095185
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.8,0.8,700,2.868881
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,0,7,7,0.8,0.8,1100,2.623556
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.2,0.2,300,2.317813
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.2,0.2,700,1.959369
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.2,0.2,1100,1.801309
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.2,0.4,300,2.296185
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.2,0.4,700,1.946111
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.2,0.4,1100,1.690523
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.2,0.6,300,2.30888
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.2,0.6,700,1.978647
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.2,0.6,1100,1.862015
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.2,0.8,300,2.355889
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.2,0.8,700,1.989956
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.2,0.8,1100,1.756446
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.4,0.2,300,2.149233
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.4,0.2,700,1.945294
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.4,0.2,1100,1.801878
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.4,0.4,300,2.151091
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.4,0.4,700,1.906879
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.4,0.4,1100,1.773404
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.4,0.6,300,2.16345
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.4,0.6,700,1.873835
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.4,0.6,1100,1.739108
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.4,0.8,300,2.160547
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.4,0.8,700,1.857314
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.4,0.8,1100,1.708513
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.6,0.2,300,2.180949
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.6,0.2,700,1.814559
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.6,0.2,1100,1.779558
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.6,0.4,300,2.216536
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.6,0.4,700,1.750178
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.6,0.4,1100,1.728647
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.6,0.6,300,2.186434
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.6,0.6,700,1.747293
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.6,0.6,1100,1.691398
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.6,0.8,300,2.200821
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.6,0.8,700,1.774841
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.6,0.8,1100,1.6809
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.8,0.2,300,1.98025
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.8,0.2,700,1.753084
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.8,0.2,1100,1.645679
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.8,0.4,300,1.975797
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.8,0.4,700,1.748962
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.8,0.4,1100,1.66126
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.8,0.6,300,1.990174
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.8,0.6,700,1.782114
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.8,0.6,1100,1.669747
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.8,0.8,300,1.976428
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.8,0.8,700,1.78509
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,0,0.8,0.8,1100,1.681289
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.2,0.2,300,3.629062
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.2,0.2,700,3.083889
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.2,0.2,1100,3.486446
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.2,0.4,300,3.169295
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.2,0.4,700,2.845327
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.2,0.4,1100,2.851318
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.2,0.6,300,3.284396
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.2,0.6,700,2.854376
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.2,0.6,1100,2.748259
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.2,0.8,300,3.24048
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.2,0.8,700,2.844034
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.2,0.8,1100,2.623855
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.4,0.2,300,3.274243
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.4,0.2,700,3.287055
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.4,0.2,1100,3.28666
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.4,0.4,300,3.027351
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.4,0.4,700,2.953242
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.4,0.4,1100,2.952264
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.4,0.6,300,2.963866
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.4,0.6,700,2.941747
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.4,0.6,1100,2.763305
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.4,0.8,300,3.029259
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.4,0.8,700,3.103528
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.4,0.8,1100,2.817436
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.6,0.2,300,3.16127
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.6,0.2,700,3.281215
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.6,0.2,1100,3.791469
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.6,0.4,300,2.954226
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.6,0.4,700,2.966202
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.6,0.4,1100,2.846172
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.6,0.6,300,2.988059
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.6,0.6,700,2.94868
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.6,0.6,1100,2.741802
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.6,0.8,300,3.005452
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.6,0.8,700,2.880655
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.6,0.8,1100,3.027056
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.8,0.2,300,2.772099
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.8,0.2,700,2.429863
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.8,0.2,1100,2.28974
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.8,0.4,300,2.655645
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.8,0.4,700,2.318238
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.8,0.4,1100,2.275053
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.8,0.6,300,2.627542
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.8,0.6,700,2.336805
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.8,0.6,1100,2.319342
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.8,0.8,300,2.673112
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.8,0.8,700,2.454981
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,2,0.8,0.8,1100,2.381899
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,5,0.2,0.2,300,2.184101
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,5,0.2,0.2,700,1.923429
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,5,0.2,0.2,1100,1.806337
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,5,0.2,0.4,300,2.238372
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,5,0.2,0.4,700,2.12315
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,5,0.2,0.4,1100,2.204333
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,5,0.2,0.6,300,2.330791
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,5,0.2,0.6,700,2.277394
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,5,0.2,0.6,1100,2.363684
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,5,0.2,0.8,300,2.44595
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,5,0.2,0.8,700,2.361911
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,5,0.2,0.8,1100,2.23747
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,5,0.4,0.2,300,2.100576
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,5,0.4,0.2,700,1.885317
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,5,0.4,0.2,1100,1.78749
PetersB1,-2.45,-2.54,-2.63,-3.14,-3.9,-18.88,1000,2,1,5,0.4,0.4,300,2.218563
