Cable_Name,IL_10MHz,IL_50MHz,IL_100MHz,IL_500MHz,IL_1000MHz,IL_5000MHz,DataRate(Mbps),preW,mainW,postW,dpre,dpost,Rdrv,eyeSNR
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,0,0.8,0.6,1100,1.836091
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,0,0.8,0.8,300,1.831493
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,0,0.8,0.8,700,1.834883
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,0,0.8,0.8,1100,1.838178
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.2,0.2,300,1.820046
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.2,0.2,700,1.818474
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.2,0.2,1100,1.823281
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.2,0.4,300,1.811546
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.2,0.4,700,1.821791
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.2,0.4,1100,1.838817
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.2,0.6,300,1.814156
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.2,0.6,700,1.8262
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.2,0.6,1100,1.828159
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.2,0.8,300,1.825486
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.2,0.8,700,1.813758
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.2,0.8,1100,1.810044
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.4,0.2,300,1.832297
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.4,0.2,700,1.83148
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.4,0.2,1100,1.832623
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.4,0.4,300,1.824037
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.4,0.4,700,1.831831
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.4,0.4,1100,1.837277
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.4,0.6,300,1.807927
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.4,0.6,700,1.836125
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.4,0.6,1100,1.835347
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.4,0.8,300,1.805913
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.4,0.8,700,1.818226
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.4,0.8,1100,1.813489
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.6,0.2,300,1.818223
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.6,0.2,700,1.830308
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.6,0.2,1100,1.8365
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.6,0.4,300,1.827246
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.6,0.4,700,1.847726
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.6,0.4,1100,1.852321
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.6,0.6,300,1.82242
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.6,0.6,700,1.837924
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.6,0.6,1100,1.836373
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.6,0.8,300,1.811227
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.6,0.8,700,1.82652
